Registration Date,Quantity Industry Registration,Sales Type,Manufacturer Description,Month
2021-09-14,41,1,NISSAN                             ,9
2021-09-14,421,1,VOLKSWAGEN                         ,9
2021-09-14,351,1,JEEP,9
2021-09-14,596,2,GENERAL MOTORS                     ,9
2021-09-14,17,2,PEUGEOT                            ,9
2021-09-14,33,1,FORD,9
2021-09-14,2,1,LAND ROVER                         ,9
2021-09-14,28,2,FORD,9
2021-09-14,626,2,VOLKSWAGEN                         ,9
2021-09-14,10,1,DODGE                              ,9
2021-09-14,51,2,IVECO                              ,9
2021-09-14,16,1,CITROEN                            ,9
2021-09-14,147,2,MERCEDES-BENZ                      ,9
2021-09-14,147,2,NISSAN                             ,9
2021-09-14,3,2,LEXUS,9
2021-09-14,21,2,DAF,9
2021-09-14,1,2,PONTIAC                            ,9
2021-09-14,7,2,MINI,9
2021-09-14,69,2,MITSUBISHI                         ,9
2021-09-14,20,1,MITSUBISHI                         ,9
2021-09-14,19,1,VOLVO                              ,9
2021-09-14,545,2,HYUNDAI                            ,9
2021-09-14,4,2,TROLLER,9
2021-09-14,34,1,MERCEDES-BENZ                      ,9
2021-09-14,4,2,SUZUKI                             ,9
2021-09-14,128,2,RENAULT                            ,9
2021-09-14,106,2,VOLVO                              ,9
2021-09-14,293,1,GENERAL MOTORS                     ,9
2021-09-14,4,1,CHERY,9
2021-09-14,11,2,PORSCHE                            ,9
2021-09-14,20,1,HONDA                              ,9
2021-09-14,186,1,HYUNDAI                            ,9
2021-09-14,164,2,JEEP,9
2021-09-14,128,1,PEUGEOT                            ,9
2021-09-14,13,2,LAND ROVER                         ,9
2021-09-14,1,2,JAGUAR                             ,9
2021-09-14,7,2,EFFA MOTORS,9
2021-09-14,1,1,DAF,9
2021-09-15,552,2,FIAT                               ,9
2021-09-15,439,1,JEEP,9
2021-09-15,143,2,JEEP,9
2021-09-15,40,1,MERCEDES-BENZ                      ,9
2021-09-15,523,2,GENERAL MOTORS                     ,9
2021-09-15,3,1,SCANIA                             ,9
2021-09-15,189,2,CHERY,9
2021-09-15,15,2,CITROEN                            ,9
2021-09-15,536,2,HYUNDAI                            ,9
2021-09-15,53,2,BMW                             ,9
2021-09-15,1,2,CHRYSLER                           ,9
2021-09-15,78,1,TOYOTA                             ,9
2021-09-15,39,1,AUDI                               ,9
2021-09-15,102,2,VOLVO                              ,9
2021-09-15,22,1,HONDA                              ,9
2021-09-15,1,2,OLDSMOBILE                        ,9
2021-09-15,16,2,PORSCHE                            ,9
2021-09-15,4,2,TROLLER,9
2021-09-15,17,1,HYUNDAI                            ,9
2021-09-15,14,2,PEUGEOT                            ,9
2021-09-15,9,2,OTHERS,9
2021-09-15,4,1,VOLVO                              ,9
2021-09-15,1,2,PEIXOTO,9
2021-09-15,4,1,MINI,9
2021-09-15,635,2,VOLKSWAGEN                         ,9
2021-09-15,3,2,MINI,9
2021-09-15,458,2,TOYOTA                             ,9
2021-09-15,154,2,MERCEDES-BENZ                      ,9
2021-09-15,7,1,DODGE                              ,9
2021-09-15,267,1,GENERAL MOTORS                     ,9
2021-09-15,106,1,PEUGEOT                            ,9
2021-09-15,76,2,MITSUBISHI                         ,9
2021-09-15,45,2,SCANIA                             ,9
2021-09-15,8,2,MARCOPOLO,9
2021-09-15,2,1,LEXUS,9
2021-09-15,10,2,AUDI                               ,9
2021-09-15,1,2,CADILLAC                           ,9
2021-09-15,36,2,FORD,9
2021-09-15,72,1,CITROEN                            ,9
2021-09-15,193,1,RENAULT                            ,9
2021-09-15,6,2,SUZUKI                             ,9
2021-09-15,38,1,FORD,9
2021-09-15,348,2,HONDA                              ,9
2021-09-15,124,2,NISSAN                             ,9
2021-09-15,128,2,RENAULT                            ,9
2021-09-15,10,2,LAND ROVER                         ,9
2021-09-15,42,1,MITSUBISHI                         ,9
2021-09-15,4,2,LEXUS,9
2021-09-15,28,2,KIA                                ,9
2021-09-15,23,2,DAF,9
2021-09-15,34,2,IVECO                              ,9
2021-09-15,732,1,FIAT                               ,9
2021-09-15,15,1,IVECO                              ,9
2021-09-15,7,2,JAC,9
2021-09-15,2,2,JAGUAR                             ,9
2021-09-15,4,1,DAF,9
2021-09-15,16,1,BMW                             ,9
2021-09-15,399,1,VOLKSWAGEN                         ,9
2021-09-15,6,2,EFFA MOTORS,9
2021-09-15,25,1,NISSAN                             ,9
2021-09-16,25,2,CITROEN                            ,9
2021-09-16,41,1,MERCEDES-BENZ                      ,9
2021-09-16,12,1,DODGE                              ,9
2021-09-16,27,1,NISSAN                             ,9
2021-09-16,6,2,TROLLER,9
2021-09-16,38,2,FORD,9
2021-09-16,24,2,JAC,9
2021-09-16,130,1,CITROEN                            ,9
2021-09-16,22,1,HONDA                              ,9
2021-09-16,81,1,PEUGEOT                            ,9
2021-09-16,721,1,FIAT                               ,9
2021-09-16,55,2,BMW                             ,9
2021-09-16,2,2,OTHERS,9
2021-09-16,509,2,TOYOTA                             ,9
2021-09-16,155,2,JEEP,9
2021-09-16,132,1,HYUNDAI                            ,9
2021-09-16,3,1,VOLVO                              ,9
2021-09-16,409,1,JEEP,9
2021-09-16,5,2,MARCOPOLO,9
2021-09-16,1,2,LEXUS,9
2021-09-16,52,2,SCANIA                             ,9
2021-09-16,116,1,TOYOTA                             ,9
2021-09-16,52,1,MITSUBISHI                         ,9
2021-09-16,6,2,EFFA MOTORS,9
2021-09-16,32,1,FORD,9
2021-09-16,463,2,HONDA                              ,9
2021-09-16,558,2,FIAT                               ,9
2021-09-16,2,1,SCANIA                             ,9
2021-09-16,2,1,MINI,9
2021-09-16,22,2,KIA                                ,9
2021-09-16,19,2,AUDI                               ,9
2021-09-16,4,1,CHERY,9
2021-09-16,490,1,VOLKSWAGEN                         ,9
2021-09-16,181,2,CHERY,9
2021-09-16,22,1,AUDI                               ,9
2021-09-16,164,2,VOLVO                              ,9
2021-09-16,655,2,VOLKSWAGEN                         ,9
2021-09-16,16,2,PEUGEOT                            ,9
2021-09-16,518,2,GENERAL MOTORS                     ,9
2021-09-16,5,2,SUZUKI                             ,9
2021-09-16,1,2,OLDSMOBILE                        ,9
2021-09-16,164,2,MERCEDES-BENZ                      ,9
2021-09-16,16,2,DAF,9
2021-09-16,82,2,MITSUBISHI                         ,9
2021-09-16,12,2,LAND ROVER                         ,9
2021-09-16,1,2,FERRARI                            ,9
2021-09-16,1,1,LAND ROVER                         ,9
2021-09-16,8,2,MINI,9
2021-09-16,128,2,NISSAN                             ,9
2021-09-16,555,1,GENERAL MOTORS                     ,9
2021-09-16,508,2,HYUNDAI                            ,9
2021-09-16,3,1,LEXUS,9
2021-09-16,117,2,RENAULT                            ,9
2021-09-16,199,1,RENAULT                            ,9
2021-09-16,39,2,IVECO                              ,9
2021-09-16,10,2,PORSCHE                            ,9
2021-09-16,7,1,DAF,9
2021-09-16,18,1,IVECO                              ,9
2021-09-16,35,1,BMW                             ,9
2021-09-17,108,2,RENAULT                            ,9
2021-09-17,6,2,LEXUS,9
2021-09-17,144,2,JEEP,9
2021-09-17,1,1,LEXUS,9
2021-09-17,3,1,MITSUBISHI                         ,9
2021-09-17,12,2,PORSCHE                            ,9
2021-09-17,25,2,FORD,9
2021-09-17,458,2,GENERAL MOTORS                     ,9
2021-09-17,24,1,BMW                             ,9
2021-09-17,29,1,NISSAN                             ,9
2021-09-17,440,1,VOLKSWAGEN                         ,9
2021-09-17,19,2,DAF,9
2021-09-17,154,2,MERCEDES-BENZ                      ,9
2021-09-17,10,2,LAND ROVER                         ,9
2021-09-17,1,1,LAND ROVER                         ,9
2021-09-17,48,2,IVECO                              ,9
2021-09-17,18,2,MARCOPOLO,9
2021-09-17,300,1,GENERAL MOTORS                     ,9
2021-09-17,5,1,VOLVO                              ,9
2021-09-17,1,2,FOTON,9
2021-09-17,366,2,HONDA                              ,9
2021-09-17,455,2,TOYOTA                             ,9
2021-09-17,79,1,CITROEN                            ,9
2021-09-17,34,1,HYUNDAI                            ,9
2021-09-17,6,2,TROLLER,9
2021-09-17,110,1,TOYOTA                             ,9
2021-09-17,89,1,PEUGEOT                            ,9
2021-09-17,18,2,CITROEN                            ,9
2021-09-17,69,2,MITSUBISHI                         ,9
2021-09-17,32,1,IVECO                              ,9
2021-09-17,19,2,KIA                                ,9
2021-09-17,53,2,BMW                             ,9
2021-09-17,41,1,FORD,9
2021-09-17,4,2,SUZUKI                             ,9
2021-09-17,4,2,EFFA MOTORS,9
2021-09-17,6,2,AUDI                               ,9
2021-09-17,664,1,FIAT                               ,9
2021-09-17,128,1,RENAULT                            ,9
2021-09-17,562,2,HYUNDAI                            ,9
2021-09-17,39,1,AUDI                               ,9
2021-09-17,340,1,JEEP,9
2021-09-17,2,1,CHERY,9
2021-09-17,7,2,JAC,9
2021-09-17,47,1,MERCEDES-BENZ                      ,9
2021-09-17,65,2,SCANIA                             ,9
2021-09-17,5,1,DAF,9
2021-09-17,24,2,PEUGEOT                            ,9
2021-09-17,2,1,MINI,9
2021-09-17,168,2,CHERY,9
2021-09-17,681,2,VOLKSWAGEN                         ,9
2021-09-17,31,1,HONDA                              ,9
2021-09-17,3,2,OTHERS,9
2021-09-17,1,1,AGRALE                             ,9
2021-09-17,13,1,DODGE                              ,9
2021-09-17,124,2,VOLVO                              ,9
2021-09-17,5,2,MINI,9
2021-09-17,6,1,SCANIA                             ,9
2021-09-17,1,2,JAGUAR                             ,9
2021-09-17,123,2,NISSAN                             ,9
2021-09-17,554,2,FIAT                               ,9
2021-09-18,4,2,RENAULT                            ,9
2021-09-18,8,2,JEEP,9
2021-09-18,2,1,TOYOTA                             ,9
2021-09-18,1,1,RENAULT                            ,9
2021-09-18,10,1,JEEP,9
2021-09-18,2,1,BMW                             ,9
2021-09-18,5,2,VOLVO                              ,9
2021-09-18,3,2,NISSAN                             ,9
2021-09-18,22,2,FIAT                               ,9
2021-09-18,1,2,IVECO                              ,9
2021-09-18,1,1,MERCEDES-BENZ                      ,9
2021-09-18,17,2,VOLKSWAGEN                         ,9
2021-09-18,7,2,CHERY,9
2021-09-18,3,1,GENERAL MOTORS                     ,9
2021-09-18,10,1,FIAT                               ,9
2021-09-18,12,2,TOYOTA                             ,9
2021-09-18,2,2,BMW                             ,9
2021-09-18,2,1,NISSAN                             ,9
2021-09-18,14,2,HONDA                              ,9
2021-09-18,1,1,AUDI                               ,9
2021-09-18,8,2,HYUNDAI                            ,9
2021-09-18,12,1,VOLKSWAGEN                         ,9
2021-09-18,26,2,GENERAL MOTORS                     ,9
2021-09-19,1,2,AUDI                               ,9
2021-09-19,1,2,TOYOTA                             ,9
2021-09-19,3,1,FIAT                               ,9
2021-09-19,2,1,JEEP,9
2021-09-19,1,2,KIA                                ,9
2021-09-19,1,2,HYUNDAI                            ,9
2021-09-19,3,2,MERCEDES-BENZ                      ,9
2021-09-19,3,2,GENERAL MOTORS                     ,9
2021-09-19,1,2,FIAT                               ,9
2021-09-20,398,1,VOLKSWAGEN                         ,9
2021-09-20,135,2,JEEP,9
2021-09-20,2,1,LAND ROVER                         ,9
2021-09-20,29,2,BMW                             ,9
2021-09-20,11,2,MARCOPOLO,9
2021-09-20,1,2,BENTLEY,9
2021-09-20,383,2,GENERAL MOTORS                     ,9
2021-09-20,2,2,LEXUS,9
2021-09-20,456,2,HYUNDAI                            ,9
2021-09-20,10,1,DODGE                              ,9
2021-09-20,60,2,MITSUBISHI                         ,9
2021-09-20,12,2,TROLLER,9
2021-09-20,182,2,CHERY,9
2021-09-20,1,1,CHERY,9
2021-09-20,550,1,FIAT                               ,9
2021-09-20,47,1,PEUGEOT                            ,9
2021-09-20,16,1,IVECO                              ,9
2021-09-20,1,2,FERCAR,9
2021-09-20,1,1,AGRALE                             ,9
2021-09-20,2,1,SCANIA                             ,9
2021-09-20,16,2,KIA                                ,9
2021-09-20,120,2,NISSAN                             ,9
2021-09-20,349,1,GENERAL MOTORS                     ,9
2021-09-20,1,2,OTHERS,9
2021-09-20,98,2,RENAULT                            ,9
2021-09-20,21,1,HONDA                              ,9
2021-09-20,14,2,PEUGEOT                            ,9
2021-09-20,8,2,EFFA MOTORS,9
2021-09-20,75,1,CITROEN                            ,9
2021-09-20,39,2,SCANIA                             ,9
2021-09-20,19,1,AUDI                               ,9
2021-09-20,6,2,SUZUKI                             ,9
2021-09-20,5,2,LAND ROVER                         ,9
2021-09-20,4,2,JAC,9
2021-09-20,1,2,MINI,9
2021-09-20,38,1,FORD,9
2021-09-20,24,2,FORD,9
2021-09-20,403,2,TOYOTA                             ,9
2021-09-20,74,1,TOYOTA                             ,9
2021-09-20,20,2,CITROEN                            ,9
2021-09-20,79,1,RENAULT                            ,9
2021-09-20,26,1,MERCEDES-BENZ                      ,9
2021-09-20,254,1,JEEP,9
2021-09-20,7,2,PORSCHE                            ,9
2021-09-20,35,1,HYUNDAI                            ,9
2021-09-20,9,2,DAF,9
2021-09-20,11,1,VOLVO                              ,9
2021-09-20,1,2,FOTON,9
2021-09-20,526,2,VOLKSWAGEN                         ,9
2021-09-20,14,1,BMW                             ,9
2021-09-20,151,2,MERCEDES-BENZ                      ,9
2021-09-20,3,1,MITSUBISHI                         ,9
2021-09-20,2,2,JAGUAR                             ,9
2021-09-20,25,1,NISSAN                             ,9
2021-09-20,94,2,VOLVO                              ,9
2021-09-20,32,2,IVECO                              ,9
2021-09-20,5,1,MINI,9
2021-09-20,5,2,AUDI                               ,9
2021-09-20,532,2,FIAT                               ,9
2021-09-20,1,1,LEXUS,9
2021-09-20,328,2,HONDA                              ,9
2021-09-21,22,1,MERCEDES-BENZ                      ,9
2021-09-21,2,2,OTHERS,9
2021-09-21,170,2,NISSAN                             ,9
2021-09-21,42,2,IVECO                              ,9
2021-09-21,10,2,LAND ROVER                         ,9
2021-09-21,4,2,LEXUS,9
2021-09-21,1,2,FOTON,9
2021-09-21,9,2,MARCOPOLO,9
2021-09-21,328,1,GENERAL MOTORS                     ,9
2021-09-21,1,2,JAGUAR                             ,9
2021-09-21,662,1,FIAT                               ,9
2021-09-21,55,2,BMW                             ,9
2021-09-21,199,2,JEEP,9
2021-09-21,4,2,JAC,9
2021-09-21,1,1,LAND ROVER                         ,9
2021-09-21,592,2,HYUNDAI                            ,9
2021-09-21,142,2,MERCEDES-BENZ                      ,9
2021-09-21,519,2,FIAT                               ,9
2021-09-21,51,2,SCANIA                             ,9
2021-09-21,432,2,HONDA                              ,9
2021-09-21,42,1,NISSAN                             ,9
2021-09-21,5,1,DODGE                              ,9
2021-09-21,8,2,DAF,9
2021-09-21,1,2,JINBEI,9
2021-09-21,56,1,FORD,9
2021-09-21,107,1,RENAULT                            ,9
2021-09-21,27,1,HONDA                              ,9
2021-09-21,363,1,JEEP,9
2021-09-21,18,2,PORSCHE                            ,9
2021-09-21,17,2,PEUGEOT                            ,9
2021-09-21,136,2,VOLVO                              ,9
2021-09-21,4,2,TROLLER,9
2021-09-21,116,1,PEUGEOT                            ,9
2021-09-21,8,2,SUZUKI                             ,9
2021-09-21,2,1,CHERY,9
2021-09-21,5,2,MINI,9
2021-09-21,22,2,KIA                                ,9
2021-09-21,607,2,VOLKSWAGEN                         ,9
2021-09-21,118,2,RENAULT                            ,9
2021-09-21,5,2,AUDI                               ,9
2021-09-21,18,1,AUDI                               ,9
2021-09-21,525,2,GENERAL MOTORS                     ,9
2021-09-21,464,2,TOYOTA                             ,9
2021-09-21,128,1,TOYOTA                             ,9
2021-09-21,2,2,TESLA MOTORS,9
2021-09-21,16,2,CITROEN                            ,9
2021-09-21,14,1,BMW                             ,9
2021-09-21,5,2,EFFA MOTORS,9
2021-09-21,47,1,HYUNDAI                            ,9
2021-09-21,67,2,MITSUBISHI                         ,9
2021-09-21,2,1,VOLVO                              ,9
2021-09-21,23,1,IVECO                              ,9
2021-09-21,450,1,VOLKSWAGEN                         ,9
2021-09-21,1,1,LEXUS,9
2021-09-21,222,2,CHERY,9
2021-09-21,58,1,CITROEN                            ,9
2021-09-21,6,1,SCANIA                             ,9
2021-09-21,7,1,MITSUBISHI                         ,9
2021-09-21,28,2,FORD,9
2021-09-22,436,2,HONDA                              ,9
2021-09-22,187,2,NISSAN                             ,9
2021-09-22,887,1,FIAT                               ,9
2021-09-22,576,2,FIAT                               ,9
2021-09-22,16,1,BMW                             ,9
2021-09-22,17,2,PEUGEOT                            ,9
2021-09-22,1,2,MAZDA                              ,9
2021-09-22,181,1,NISSAN                             ,9
2021-09-22,5,2,EFFA MOTORS,9
2021-09-22,23,1,HONDA                              ,9
2021-09-22,6,2,MINI,9
2021-09-22,59,1,MERCEDES-BENZ                      ,9
2021-09-22,18,1,MITSUBISHI                         ,9
2021-09-22,55,2,IVECO                              ,9
2021-09-22,155,2,JEEP,9
2021-09-22,24,1,AUDI                               ,9
2021-09-22,1,2,LEXUS,9
2021-09-22,579,2,GENERAL MOTORS                     ,9
2021-09-22,20,2,DAF,9
2021-09-22,14,2,PORSCHE                            ,9
2021-09-22,187,2,CHERY,9
2021-09-22,307,1,GENERAL MOTORS                     ,9
2021-09-22,209,1,RENAULT                            ,9
2021-09-22,15,1,DODGE                              ,9
2021-09-22,47,2,BMW                             ,9
2021-09-22,3,2,FOTON,9
2021-09-22,26,2,KIA                                ,9
2021-09-22,502,1,VOLKSWAGEN                         ,9
2021-09-22,168,2,MERCEDES-BENZ                      ,9
2021-09-22,73,1,HYUNDAI                            ,9
2021-09-22,13,2,MARCOPOLO,9
2021-09-22,1,2,AGRALE                             ,9
2021-09-22,29,2,CITROEN                            ,9
2021-09-22,100,2,VOLVO                              ,9
2021-09-22,38,2,SCANIA                             ,9
2021-09-22,21,2,LAND ROVER                         ,9
2021-09-22,10,1,IVECO                              ,9
2021-09-22,100,1,TOYOTA                             ,9
2021-09-22,10,2,JAC,9
2021-09-22,4,2,OTHERS,9
2021-09-22,2,1,LEXUS,9
2021-09-22,12,2,SUZUKI                             ,9
2021-09-22,2,1,SUZUKI                             ,9
2021-09-22,36,2,FORD,9
2021-09-22,555,2,TOYOTA                             ,9
2021-09-22,117,2,RENAULT                            ,9
2021-09-22,158,1,PEUGEOT                            ,9
2021-09-22,8,2,AUDI                               ,9
2021-09-22,39,1,FORD,9
2021-09-22,711,2,VOLKSWAGEN                         ,9
2021-09-22,59,2,MITSUBISHI                         ,9
2021-09-22,1,2,MP LAFER                           ,9
2021-09-22,1,1,CHERY,9
2021-09-22,2,1,SCANIA                             ,9
2021-09-22,4,1,LAND ROVER                         ,9
2021-09-22,12,1,VOLVO                              ,9
2021-09-22,263,1,CITROEN                            ,9
2021-09-22,715,2,HYUNDAI                            ,9
2021-09-22,1,2,JAGUAR                             ,9
2021-09-22,10,2,TROLLER,9
2021-09-22,385,1,JEEP,9
2021-09-23,96,2,VOLVO                              ,9
2021-09-23,17,1,BMW                             ,9
2021-09-23,122,2,RENAULT                            ,9
2021-09-23,21,2,CITROEN                            ,9
2021-09-23,55,1,CITROEN                            ,9
2021-09-23,8,2,MARCOPOLO,9
2021-09-23,4,2,EFFA MOTORS,9
2021-09-23,10,2,SUZUKI                             ,9
2021-09-23,5,2,MINI,9
2021-09-23,21,2,KIA                                ,9
2021-09-23,177,2,NISSAN                             ,9
2021-09-23,182,2,MERCEDES-BENZ                      ,9
2021-09-23,659,2,VOLKSWAGEN                         ,9
2021-09-23,140,1,PEUGEOT                            ,9
2021-09-23,2,1,LAND ROVER                         ,9
2021-09-23,12,1,IVECO                              ,9
2021-09-23,458,2,TOYOTA                             ,9
2021-09-23,14,2,PORSCHE                            ,9
2021-09-23,3,2,OTHERS,9
2021-09-23,360,1,VOLKSWAGEN                         ,9
2021-09-23,104,1,RENAULT                            ,9
2021-09-23,1,1,DAF,9
2021-09-23,3,1,MITSUBISHI                         ,9
2021-09-23,6,2,AGRALE                             ,9
2021-09-23,48,1,MERCEDES-BENZ                      ,9
2021-09-23,8,1,VOLVO                              ,9
2021-09-23,1,2,TESLA MOTORS,9
2021-09-23,1,1,MAN,9
2021-09-23,412,2,HONDA                              ,9
2021-09-23,1004,1,FIAT                               ,9
2021-09-23,59,1,NISSAN                             ,9
2021-09-23,3,2,JAC,9
2021-09-23,3,1,SCANIA                             ,9
2021-09-23,1,1,JAGUAR                             ,9
2021-09-23,43,1,FORD,9
2021-09-23,34,2,SCANIA                             ,9
2021-09-23,538,2,FIAT                               ,9
2021-09-23,141,1,TOYOTA                             ,9
2021-09-23,47,2,BMW                             ,9
2021-09-23,40,1,HONDA                              ,9
2021-09-23,19,2,LAND ROVER                         ,9
2021-09-23,503,2,GENERAL MOTORS                     ,9
2021-09-23,694,2,HYUNDAI                            ,9
2021-09-23,179,2,JEEP,9
2021-09-23,11,1,DODGE                              ,9
2021-09-23,16,1,CHERY,9
2021-09-23,8,2,TROLLER,9
2021-09-23,29,2,FORD,9
2021-09-23,393,1,JEEP,9
2021-09-23,144,1,HYUNDAI                            ,9
2021-09-23,7,2,DAF,9
2021-09-23,25,2,PEUGEOT                            ,9
2021-09-23,329,1,GENERAL MOTORS                     ,9
2021-09-23,9,2,AUDI                               ,9
2021-09-23,88,2,MITSUBISHI                         ,9
2021-09-23,1,2,LEXUS,9
2021-09-23,219,2,CHERY,9
2021-09-23,1,2,JAGUAR                             ,9
2021-09-23,25,1,AUDI                               ,9
2021-09-23,39,2,IVECO                              ,9
2021-09-24,702,2,VOLKSWAGEN                         ,9
2021-09-24,391,1,JEEP,9
2021-09-24,10,2,DAF,9
2021-09-24,184,1,TOYOTA                             ,9
2021-09-24,18,1,BMW                             ,9
2021-09-24,283,1,HYUNDAI                            ,9
2021-09-24,16,2,LAND ROVER                         ,9
2021-09-24,668,1,FIAT                               ,9
2021-09-24,148,2,RENAULT                            ,9
2021-09-24,6,2,SUZUKI                             ,9
2021-09-24,47,1,FORD,9
2021-09-24,77,2,SCANIA                             ,9
2021-09-24,18,2,KIA                                ,9
2021-09-24,26,1,HONDA                              ,9
2021-09-24,591,2,HYUNDAI                            ,9
2021-09-24,98,1,PEUGEOT                            ,9
2021-09-24,608,2,GENERAL MOTORS                     ,9
2021-09-24,4,1,DAF,9
2021-09-24,2,2,OTHERS,9
2021-09-24,1,1,AGRALE                             ,9
2021-09-24,3,2,LEXUS,9
2021-09-24,5,2,TROLLER,9
2021-09-24,18,1,SUBARU                             ,9
2021-09-24,19,2,PORSCHE                            ,9
2021-09-24,49,1,NISSAN                             ,9
2021-09-24,8,1,IVECO                              ,9
2021-09-24,94,1,CITROEN                            ,9
2021-09-24,189,2,NISSAN                             ,9
2021-09-24,65,2,BMW                             ,9
2021-09-24,179,2,MERCEDES-BENZ                      ,9
2021-09-24,31,1,MERCEDES-BENZ                      ,9
2021-09-24,5,2,JAC,9
2021-09-24,477,1,GENERAL MOTORS                     ,9
2021-09-24,45,2,IVECO                              ,9
2021-09-24,7,2,EFFA MOTORS,9
2021-09-24,5,1,SCANIA                             ,9
2021-09-24,1,2,TESLA MOTORS,9
2021-09-24,143,2,JEEP,9
2021-09-24,9,1,DODGE                              ,9
2021-09-24,2,2,CHRYSLER                           ,9
2021-09-24,117,2,VOLVO                              ,9
2021-09-24,9,2,MINI,9
2021-09-24,9,1,BUICK                              ,9
2021-09-24,241,1,RENAULT                            ,9
2021-09-24,28,2,PEUGEOT                            ,9
2021-09-24,3,1,LAND ROVER                         ,9
2021-09-24,182,2,CHERY,9
2021-09-24,566,2,FIAT                               ,9
2021-09-24,437,1,VOLKSWAGEN                         ,9
2021-09-24,24,2,FORD,9
2021-09-24,91,2,MITSUBISHI                         ,9
2021-09-24,1,1,SUZUKI                             ,9
2021-09-24,446,2,TOYOTA                             ,9
2021-09-24,16,1,MITSUBISHI                         ,9
2021-09-24,14,1,AUDI                               ,9
2021-09-24,2,1,MINI,9
2021-09-24,5,2,AUDI                               ,9
2021-09-24,2,2,FYBER,9
2021-09-24,364,2,HONDA                              ,9
2021-09-24,20,2,CITROEN                            ,9
2021-09-24,14,2,MARCOPOLO,9
2021-09-24,3,1,CHERY,9
2021-09-24,8,1,VOLVO                              ,9
2021-09-25,5,2,RENAULT                            ,9
2021-09-25,2,1,PEUGEOT                            ,9
2021-09-25,21,2,VOLKSWAGEN                         ,9
2021-09-25,1,2,MITSUBISHI                         ,9
2021-09-25,1,1,BMW                             ,9
2021-09-25,3,2,VOLVO                              ,9
2021-09-25,1,1,GENERAL MOTORS                     ,9
2021-09-25,1,2,PORSCHE                            ,9
2021-09-25,1,1,HYUNDAI                            ,9
2021-09-25,9,2,HONDA                              ,9
2021-09-25,15,2,MERCEDES-BENZ                      ,9
2021-09-25,9,1,VOLKSWAGEN                         ,9
2021-09-25,3,2,SCANIA                             ,9
2021-09-25,5,2,NISSAN                             ,9
2021-09-25,12,2,TOYOTA                             ,9
2021-09-25,1,1,HONDA                              ,9
2021-09-25,5,2,JEEP,9
2021-09-25,22,2,GENERAL MOTORS                     ,9
2021-09-25,7,1,JEEP,9
2021-09-25,22,2,FIAT                               ,9
2021-09-25,3,1,NISSAN                             ,9
2021-09-25,23,2,HYUNDAI                            ,9
2021-09-25,2,2,CHERY,9
2021-09-25,9,1,FIAT                               ,9
2021-09-25,1,1,RENAULT                            ,9
2021-09-26,1,2,MINI,9
2021-09-26,1,1,JEEP,9
2021-09-26,1,2,GENERAL MOTORS                     ,9
2021-09-26,1,1,VOLKSWAGEN                         ,9
2021-09-26,1,2,NISSAN                             ,9
2021-09-26,1,2,FIAT                               ,9
2021-09-26,1,1,FIAT                               ,9
2021-09-26,1,1,RENAULT                            ,9
2021-09-27,648,2,VOLKSWAGEN                         ,9
2021-09-27,16,1,BMW                             ,9
2021-09-27,22,2,LAND ROVER                         ,9
2021-09-27,5,2,AUDI                               ,9
2021-09-27,243,1,GENERAL MOTORS                     ,9
2021-09-27,7,1,AUDI                               ,9
2021-09-27,148,2,NISSAN                             ,9
2021-09-27,48,2,BMW                             ,9
2021-09-27,33,2,IVECO                              ,9
2021-09-27,225,2,CHERY,9
2021-09-27,22,2,CITROEN                            ,9
2021-09-27,8,2,JAC,9
2021-09-27,461,2,FIAT                               ,9
2021-09-27,281,2,HONDA                              ,9
2021-09-27,12,1,IVECO                              ,9
2021-09-27,29,2,KIA                                ,9
2021-09-27,20,2,FORD,9
2021-09-27,77,1,RENAULT                            ,9
2021-09-27,1,1,MINI,9
2021-09-27,739,1,FIAT                               ,9
2021-09-27,388,2,TOYOTA                             ,9
2021-09-27,131,2,JEEP,9
2021-09-27,110,1,PEUGEOT                            ,9
2021-09-27,24,2,MARCOPOLO,9
2021-09-27,3,2,OTHERS,9
2021-09-27,93,2,VOLVO                              ,9
2021-09-27,592,2,GENERAL MOTORS                     ,9
2021-09-27,2,1,LAND ROVER                         ,9
2021-09-27,471,1,VOLKSWAGEN                         ,9
2021-09-27,17,2,DAF,9
2021-09-27,48,2,MITSUBISHI                         ,9
2021-09-27,32,1,CHERY,9
2021-09-27,14,2,PEUGEOT                            ,9
2021-09-27,4,1,DODGE                              ,9
2021-09-27,8,2,MINI,9
2021-09-27,52,1,FORD,9
2021-09-27,22,1,HONDA                              ,9
2021-09-27,51,1,MERCEDES-BENZ                      ,9
2021-09-27,2,2,EFFA MOTORS,9
2021-09-27,350,1,JEEP,9
2021-09-27,155,2,RENAULT                            ,9
2021-09-27,588,2,HYUNDAI                            ,9
2021-09-27,8,2,PORSCHE                            ,9
2021-09-27,1,2,JAGUAR                             ,9
2021-09-27,128,1,HYUNDAI                            ,9
2021-09-27,26,1,MITSUBISHI                         ,9
2021-09-27,4,2,TROLLER,9
2021-09-27,175,2,MERCEDES-BENZ                      ,9
2021-09-27,3,1,SCANIA                             ,9
2021-09-27,53,2,SCANIA                             ,9
2021-09-27,4,2,SUZUKI                             ,9
2021-09-27,1,1,SUZUKI                             ,9
2021-09-27,1,2,FOTON,9
2021-09-27,16,1,CITROEN                            ,9
