Registration Date;Quantity Industry Registration;Sales Type;Manufacturer Description
2005-03-24 00:00:00;538;;FORD
2005-03-24 00:00:00;150;;PEUGEOT                            
2005-03-24 00:00:00;73;;MERCEDES-BENZ                      
2005-03-24 00:00:00;14;;NISSAN                             
2005-03-24 00:00:00;113;;RENAULT                            
2005-03-24 00:00:00;22;;AUDI                               
2005-03-24 00:00:00;2;;AGRALE                             
2005-03-24 00:00:00;60;;MITSUBISHI                         
2005-03-24 00:00:00;3;;CHRYSLER                           
2005-03-24 00:00:00;1;;LAND ROVER                         
2005-03-24 00:00:00;7;;KIA                                
2005-03-24 00:00:00;13;;IVECO                              
2005-03-24 00:00:00;1;;PORSCHE                            
2005-03-24 00:00:00;735;;FIAT                               
2005-03-24 00:00:00;1;;HYUNDAI                            
2005-03-24 00:00:00;6;;BMW                             
2005-03-24 00:00:00;16;;SCANIA                             
2005-03-24 00:00:00;137;;HONDA                              
2005-03-24 00:00:00;12;;VOLVO                              
2005-03-24 00:00:00;1;;FERRARI                            
2005-03-24 00:00:00;72;;CITROEN                            
2005-03-24 00:00:00;132;;TOYOTA                             
2005-03-25 00:00:00;1;;HONDA                              
2005-03-25 00:00:00;1;;FIAT                               
2005-03-25 00:00:00;1;;RENAULT                            
2005-03-25 00:00:00;1;;VOLKSWAGEN                         
2005-03-26 00:00:00;1;;GENERAL MOTORS                     
2005-03-26 00:00:00;1;;FIAT                               
2005-03-26 00:00:00;1;;RENAULT                            
2005-03-28 00:00:00;98;;MITSUBISHI                         
2005-03-28 00:00:00;21;;IVECO                              
2005-03-28 00:00:00;1;;JEEP
2005-03-28 00:00:00;2;;PORSCHE                            
2005-03-28 00:00:00;16;;MARCOPOLO
2005-03-28 00:00:00;202;;HONDA                              
2005-03-28 00:00:00;1478;;FIAT                               
2005-03-28 00:00:00;151;;RENAULT                            
2005-03-28 00:00:00;10;;KIA                                
2005-03-28 00:00:00;1;;SSANGYONG
2005-03-28 00:00:00;1305;;VOLKSWAGEN                         
2005-03-28 00:00:00;970;;GENERAL MOTORS                     
2005-03-28 00:00:00;26;;SCANIA                             
2005-03-28 00:00:00;671;;FORD
2005-03-28 00:00:00;111;;MERCEDES-BENZ                      
2005-03-28 00:00:00;23;;AUDI                               
2005-03-28 00:00:00;4;;DODGE                              
2005-03-28 00:00:00;8;;BMW                             
2005-03-28 00:00:00;88;;CITROEN                            
2005-03-28 00:00:00;5;;HYUNDAI                            
2005-03-28 00:00:00;182;;PEUGEOT                            
2005-03-28 00:00:00;2;;LAND ROVER                         
2005-03-28 00:00:00;32;;NISSAN                             
2005-03-28 00:00:00;3;;TROLLER
2005-03-28 00:00:00;173;;TOYOTA                             
2005-03-28 00:00:00;45;;VOLVO                              
2005-03-28 00:00:00;1;;SUBARU                             
2005-03-29 00:00:00;50;;NISSAN                             
2005-03-29 00:00:00;1;;JEEP
2005-03-29 00:00:00;8;;TROLLER
2005-03-29 00:00:00;1963;;GENERAL MOTORS                     
2005-03-29 00:00:00;200;;RENAULT                            
2005-03-29 00:00:00;1;;AGRALE                             
2005-03-29 00:00:00;1737;;VOLKSWAGEN                         
2005-03-29 00:00:00;26;;SCANIA                             
2005-03-29 00:00:00;100;;MITSUBISHI                         
2005-03-29 00:00:00;1711;;FIAT                               
2005-03-29 00:00:00;19;;IVECO                              
2005-03-29 00:00:00;892;;FORD
2005-03-29 00:00:00;232;;TOYOTA                             
2005-03-29 00:00:00;11;;KIA                                
2005-03-29 00:00:00;1;;CHRYSLER                           
2005-03-29 00:00:00;5;;HYUNDAI                            
2005-03-29 00:00:00;1;;BRM
2005-03-29 00:00:00;8;;BMW                             
2005-03-29 00:00:00;7;;LAND ROVER                         
2005-03-29 00:00:00;304;;HONDA                              
2005-03-29 00:00:00;11;;MARCOPOLO
2005-03-29 00:00:00;1;;JAGUAR                             
2005-03-29 00:00:00;18;;VOLVO                              
2005-03-29 00:00:00;4;;DODGE                              
2005-03-29 00:00:00;130;;CITROEN                            
2005-03-29 00:00:00;19;;AUDI                               
2005-03-29 00:00:00;1;;MINI
2005-03-29 00:00:00;168;;MERCEDES-BENZ                      
2005-03-29 00:00:00;206;;PEUGEOT                            
2005-03-30 00:00:00;4;;JEEP
2005-03-30 00:00:00;16;;MARCOPOLO
2005-03-30 00:00:00;4;;CHRYSLER                           
2005-03-30 00:00:00;5;;BRM
2005-03-30 00:00:00;185;;RENAULT                            
2005-03-30 00:00:00;5;;TROLLER
2005-03-30 00:00:00;2009;;GENERAL MOTORS                     
2005-03-30 00:00:00;1778;;FIAT                               
2005-03-30 00:00:00;18;;SCANIA                             
2005-03-30 00:00:00;12;;IVECO                              
2005-03-30 00:00:00;2;;HYUNDAI                            
2005-03-30 00:00:00;244;;TOYOTA                             
2005-03-30 00:00:00;7;;BMW                             
2005-03-30 00:00:00;2;;LAND ROVER                         
2005-03-30 00:00:00;21;;AUDI                               
2005-03-30 00:00:00;1;;DODGE                              
2005-03-30 00:00:00;4;;AGRALE                             
2005-03-30 00:00:00;290;;PEUGEOT                            
2005-03-30 00:00:00;140;;CITROEN                            
2005-03-30 00:00:00;1;;SUBARU                             
2005-03-30 00:00:00;260;;HONDA                              
2005-03-30 00:00:00;42;;NISSAN                             
2005-03-30 00:00:00;941;;FORD
2005-03-30 00:00:00;35;;VOLVO                              
2005-03-30 00:00:00;74;;MITSUBISHI                         
2005-03-30 00:00:00;1;;PORSCHE                            
2005-03-30 00:00:00;210;;MERCEDES-BENZ                      
2005-03-30 00:00:00;1617;;VOLKSWAGEN                         
2005-03-30 00:00:00;11;;KIA                                
2005-03-31 00:00:00;1;;MINI
2005-03-31 00:00:00;1;;LEXUS
2005-03-31 00:00:00;120;;MITSUBISHI                         
2005-03-31 00:00:00;248;;HONDA                              
2005-03-31 00:00:00;4;;AGRALE                             
2005-03-31 00:00:00;3;;DODGE                              
2005-03-31 00:00:00;9;;KIA                                
2005-03-31 00:00:00;167;;CITROEN                            
2005-03-31 00:00:00;1022;;FORD
2005-03-31 00:00:00;297;;TOYOTA                             
2005-03-31 00:00:00;355;;PEUGEOT                            
2005-03-31 00:00:00;24;;IVECO                              
2005-03-31 00:00:00;1;;ALFA ROMEO
2005-03-31 00:00:00;25;;SCANIA                             
2005-03-31 00:00:00;11;;LAND ROVER                         
2005-03-31 00:00:00;35;;NISSAN                             
2005-03-31 00:00:00;24;;AUDI                               
2005-03-31 00:00:00;3;;CHRYSLER                           
2005-03-31 00:00:00;1733;;VOLKSWAGEN                         
2005-03-31 00:00:00;1;;INFINITI
2005-03-31 00:00:00;4;;HYUNDAI                            
2005-03-31 00:00:00;231;;RENAULT                            
2005-03-31 00:00:00;10;;BMW                             
2005-03-31 00:00:00;2;;JAGUAR                             
2005-03-31 00:00:00;1;;CROSSLANDER
2005-03-31 00:00:00;2;;TROLLER
2005-03-31 00:00:00;1996;;GENERAL MOTORS                     
2005-03-31 00:00:00;1814;;FIAT                               
2005-03-31 00:00:00;8;;MARCOPOLO
2005-03-31 00:00:00;43;;VOLVO                              
2005-03-31 00:00:00;1;;BRM
2005-03-31 00:00:00;188;;MERCEDES-BENZ                      
2005-04-01 00:00:00;11;;MARCOPOLO
2005-04-01 00:00:00;148;;MITSUBISHI                         
2005-04-01 00:00:00;22;;IVECO                              
2005-04-01 00:00:00;160;;MERCEDES-BENZ                      
2005-04-01 00:00:00;7;;DODGE                              
2005-04-01 00:00:00;2;;CHRYSLER                           
2005-04-01 00:00:00;4;;AGRALE                             
2005-04-01 00:00:00;1;;SMART
2005-04-01 00:00:00;1527;;FIAT                               
2005-04-01 00:00:00;5;;HYUNDAI                            
2005-04-01 00:00:00;135;;CITROEN                            
2005-04-01 00:00:00;9;;TROLLER
2005-04-01 00:00:00;2;;JEEP
2005-04-01 00:00:00;199;;RENAULT                            
2005-04-01 00:00:00;1459;;VOLKSWAGEN                         
2005-04-01 00:00:00;788;;FORD
2005-04-01 00:00:00;8;;BMW                             
2005-04-01 00:00:00;1;;BUGRE
2005-04-01 00:00:00;1;;SELVAGEM
2005-04-01 00:00:00;1;;FABRICAÇAO PROPRIA
2005-04-01 00:00:00;23;;VOLVO                              
2005-04-01 00:00:00;194;;PEUGEOT                            
2005-04-01 00:00:00;27;;AUDI                               
2005-04-01 00:00:00;41;;SCANIA                             
2005-04-01 00:00:00;230;;HONDA                              
2005-04-01 00:00:00;40;;NISSAN                             
2005-04-01 00:00:00;14;;KIA                                
2005-04-01 00:00:00;4;;LAND ROVER                         
2005-04-01 00:00:00;1060;;GENERAL MOTORS                     
2005-04-01 00:00:00;281;;TOYOTA                             
2005-04-02 00:00:00;3;;MERCEDES-BENZ                      
2005-04-02 00:00:00;16;;FORD
2005-04-02 00:00:00;1;;NISSAN                             
2005-04-02 00:00:00;1;;RENAULT                            
2005-04-02 00:00:00;4;;HONDA                              
2005-04-02 00:00:00;3;;TOYOTA                             
2005-04-02 00:00:00;21;;GENERAL MOTORS                     
2005-04-02 00:00:00;3;;PEUGEOT                            
2005-04-02 00:00:00;3;;MITSUBISHI                         
2005-04-02 00:00:00;61;;FIAT                               
2005-04-02 00:00:00;27;;VOLKSWAGEN                         
2005-04-02 00:00:00;3;;CITROEN                            
2005-04-04 00:00:00;596;;FORD
2005-04-04 00:00:00;5;;BMW                             
2005-04-04 00:00:00;20;;VOLVO                              
2005-04-04 00:00:00;2;;CHRYSLER                           
2005-04-04 00:00:00;2;;LAND ROVER                         
2005-04-04 00:00:00;1;;BRM
2005-04-04 00:00:00;3;;DODGE                              
2005-04-04 00:00:00;199;;HONDA                              
2005-04-04 00:00:00;21;;AUDI                               
2005-04-04 00:00:00;1341;;FIAT                               
2005-04-04 00:00:00;87;;CITROEN                            
2005-04-04 00:00:00;205;;TOYOTA                             
2005-04-04 00:00:00;24;;NISSAN                             
2005-04-04 00:00:00;1198;;VOLKSWAGEN                         
2005-04-04 00:00:00;1253;;GENERAL MOTORS                     
2005-04-04 00:00:00;5;;TROLLER
2005-04-04 00:00:00;169;;RENAULT                            
2005-04-04 00:00:00;145;;MERCEDES-BENZ                      
2005-04-04 00:00:00;16;;SCANIA                             
2005-04-04 00:00:00;92;;MITSUBISHI                         
2005-04-04 00:00:00;18;;IVECO                              
2005-04-04 00:00:00;145;;PEUGEOT                            
2005-04-04 00:00:00;5;;AGRALE                             
2005-04-04 00:00:00;10;;KIA                                
2005-04-04 00:00:00;2;;HYUNDAI                            
2005-04-04 00:00:00;9;;MARCOPOLO
2005-04-05 00:00:00;234;;HONDA                              
2005-04-05 00:00:00;5;;TROLLER
2005-04-05 00:00:00;4;;LAND ROVER                         
2005-04-05 00:00:00;149;;PEUGEOT                            
2005-04-05 00:00:00;21;;AUDI                               
2005-04-05 00:00:00;1;;AGRALE                             
2005-04-05 00:00:00;2;;BRM
2005-04-05 00:00:00;1;;PORSCHE                            
2005-04-05 00:00:00;2;;DODGE                              
2005-04-05 00:00:00;1;;HYUNDAI                            
2005-04-05 00:00:00;1;;JEEP
2005-04-05 00:00:00;186;;MERCEDES-BENZ                      
2005-04-05 00:00:00;21;;NISSAN                             
2005-04-05 00:00:00;2;;SSANGYONG
2005-04-05 00:00:00;129;;RENAULT                            
2005-04-05 00:00:00;108;;MITSUBISHI                         
2005-04-05 00:00:00;569;;FORD
2005-04-05 00:00:00;14;;BMW                             
2005-04-05 00:00:00;17;;SCANIA                             
2005-04-05 00:00:00;242;;TOYOTA                             
2005-04-05 00:00:00;10;;KIA                                
2005-04-05 00:00:00;85;;CITROEN                            
2005-04-05 00:00:00;12;;MARCOPOLO
2005-04-05 00:00:00;1359;;VOLKSWAGEN                         
2005-04-05 00:00:00;1347;;FIAT                               
2005-04-05 00:00:00;13;;IVECO                              
2005-04-05 00:00:00;38;;VOLVO                              
2005-04-05 00:00:00;1491;;GENERAL MOTORS                     
2005-04-06 00:00:00;2;;PORSCHE                            
2005-04-06 00:00:00;66;;VOLVO                              
2005-04-06 00:00:00;1;;ROLLS ROYCE                        
2005-04-06 00:00:00;850;;FORD
2005-04-06 00:00:00;1;;FYBER
2005-04-06 00:00:00;1544;;VOLKSWAGEN                         
2005-04-06 00:00:00;1;;INFINITI
2005-04-06 00:00:00;151;;MERCEDES-BENZ                      
2005-04-06 00:00:00;12;;MARCOPOLO
2005-04-06 00:00:00;263;;HONDA                              
2005-04-06 00:00:00;208;;PEUGEOT                            
2005-04-06 00:00:00;4;;HYUNDAI                            
2005-04-06 00:00:00;5;;TROLLER
2005-04-06 00:00:00;1;;JEEP
2005-04-06 00:00:00;13;;LAND ROVER                         
2005-04-06 00:00:00;90;;CITROEN                            
2005-04-06 00:00:00;7;;BMW                             
2005-04-06 00:00:00;29;;NISSAN                             
2005-04-06 00:00:00;2;;DODGE                              
2005-04-06 00:00:00;3;;CHRYSLER                           
2005-04-06 00:00:00;1648;;FIAT                               
2005-04-06 00:00:00;25;;SCANIA                             
2005-04-06 00:00:00;27;;AUDI                               
2005-04-06 00:00:00;1471;;GENERAL MOTORS                     
2005-04-06 00:00:00;308;;TOYOTA                             
2005-04-06 00:00:00;4;;AGRALE                             
2005-04-06 00:00:00;27;;IVECO                              
2005-04-06 00:00:00;96;;MITSUBISHI                         
2005-04-06 00:00:00;15;;KIA                                
2005-04-06 00:00:00;135;;RENAULT                            
2005-04-07 00:00:00;19;;SCANIA                             
2005-04-07 00:00:00;33;;IVECO                              
2005-04-07 00:00:00;1;;MASERATI                           
2005-04-07 00:00:00;1510;;VOLKSWAGEN                         
2005-04-07 00:00:00;10;;MARCOPOLO
2005-04-07 00:00:00;209;;PEUGEOT                            
2005-04-07 00:00:00;26;;AUDI                               
2005-04-07 00:00:00;10;;LAND ROVER                         
2005-04-07 00:00:00;17;;KIA                                
2005-04-07 00:00:00;1;;JAGUAR                             
2005-04-07 00:00:00;1;;INFINITI
2005-04-07 00:00:00;2;;SUBARU                             
2005-04-07 00:00:00;85;;MITSUBISHI                         
2005-04-07 00:00:00;1;;ALFA ROMEO
2005-04-07 00:00:00;111;;CITROEN                            
2005-04-07 00:00:00;1;;BRM
2005-04-07 00:00:00;2;;JEEP
2005-04-07 00:00:00;28;;NISSAN                             
2005-04-07 00:00:00;250;;HONDA                              
2005-04-07 00:00:00;2;;DODGE                              
2005-04-07 00:00:00;3;;TROLLER
2005-04-07 00:00:00;1846;;FIAT                               
2005-04-07 00:00:00;273;;TOYOTA                             
2005-04-07 00:00:00;835;;FORD
2005-04-07 00:00:00;1716;;GENERAL MOTORS                     
2005-04-07 00:00:00;194;;MERCEDES-BENZ                      
2005-04-07 00:00:00;140;;RENAULT                            
2005-04-07 00:00:00;5;;AGRALE                             
2005-04-07 00:00:00;54;;VOLVO                              
2005-04-07 00:00:00;2;;LOBINI
2005-04-07 00:00:00;2;;HYUNDAI                            
2005-04-07 00:00:00;2;;CHRYSLER                           
2005-04-07 00:00:00;5;;BMW                             
2005-04-07 00:00:00;1;;FABRICAÇAO PROPRIA
2005-04-08 00:00:00;126;;MITSUBISHI                         
2005-04-08 00:00:00;22;;AUDI                               
2005-04-08 00:00:00;1;;MASERATI                           
2005-04-08 00:00:00;7;;LAND ROVER                         
2005-04-08 00:00:00;187;;MERCEDES-BENZ                      
2005-04-08 00:00:00;33;;SCANIA                             
2005-04-08 00:00:00;1;;JAGUAR                             
2005-04-08 00:00:00;1;;BRM
2005-04-08 00:00:00;222;;PEUGEOT                            
2005-04-08 00:00:00;877;;FORD
2005-04-08 00:00:00;4;;DODGE                              
2005-04-08 00:00:00;33;;NISSAN                             
2005-04-08 00:00:00;260;;TOYOTA                             
2005-04-08 00:00:00;1809;;FIAT                               
2005-04-08 00:00:00;1519;;VOLKSWAGEN                         
2005-04-08 00:00:00;1;;SSANGYONG
2005-04-08 00:00:00;1;;FIBRAVAN
2005-04-08 00:00:00;1906;;GENERAL MOTORS                     
2005-04-08 00:00:00;230;;HONDA                              
2005-04-08 00:00:00;12;;IVECO                              
2005-04-08 00:00:00;101;;CITROEN                            
2005-04-08 00:00:00;1;;AMERICAR
2005-04-08 00:00:00;1;;AGRALE                             
2005-04-08 00:00:00;6;;TROLLER
2005-04-08 00:00:00;2;;JEEP
2005-04-08 00:00:00;1;;CHRYSLER                           
2005-04-08 00:00:00;9;;BMW                             
2005-04-08 00:00:00;14;;KIA                                
2005-04-08 00:00:00;45;;VOLVO                              
2005-04-08 00:00:00;5;;HYUNDAI                            
2005-04-08 00:00:00;6;;MARCOPOLO
2005-04-08 00:00:00;206;;RENAULT                            
2005-04-09 00:00:00;3;;TOYOTA                             
2005-04-09 00:00:00;8;;MERCEDES-BENZ                      
2005-04-09 00:00:00;7;;RENAULT                            
2005-04-09 00:00:00;1;;MITSUBISHI                         
2005-04-09 00:00:00;2;;MARCOPOLO
2005-04-09 00:00:00;3;;CITROEN                            
2005-04-09 00:00:00;36;;FIAT                               
2005-04-09 00:00:00;1;;IVECO                              
2005-04-09 00:00:00;1;;SCANIA                             
2005-04-09 00:00:00;10;;HONDA                              
2005-04-09 00:00:00;39;;GENERAL MOTORS                     
2005-04-09 00:00:00;16;;FORD
2005-04-09 00:00:00;19;;VOLKSWAGEN                         
2005-04-09 00:00:00;6;;PEUGEOT                            
2005-04-10 00:00:00;1;;MERCEDES-BENZ                      
2005-04-11 00:00:00;1347;;FIAT                               
2005-04-11 00:00:00;156;;MERCEDES-BENZ                      
2005-04-11 00:00:00;81;;CITROEN                            
2005-04-11 00:00:00;10;;MARCOPOLO
2005-04-11 00:00:00;44;;VOLVO                              
2005-04-11 00:00:00;1;;FERCAR
2005-04-11 00:00:00;169;;RENAULT                            
2005-04-11 00:00:00;223;;TOYOTA                             
2005-04-11 00:00:00;5;;AGRALE                             
2005-04-11 00:00:00;659;;FORD
2005-04-11 00:00:00;232;;HONDA                              
2005-04-11 00:00:00;8;;BMW                             
2005-04-11 00:00:00;1;;PORSCHE                            
2005-04-11 00:00:00;6;;DODGE                              
2005-04-11 00:00:00;11;;IVECO                              
2005-04-11 00:00:00;1184;;VOLKSWAGEN                         
2005-04-11 00:00:00;2;;TROLLER
2005-04-11 00:00:00;163;;PEUGEOT                            
2005-04-11 00:00:00;8;;LAND ROVER                         
2005-04-11 00:00:00;16;;KIA                                
2005-04-11 00:00:00;17;;NISSAN                             
2005-04-11 00:00:00;1;;BUGRE
2005-04-11 00:00:00;1;;HYUNDAI                            
2005-04-11 00:00:00;22;;AUDI                               
2005-04-11 00:00:00;1;;JEEP
2005-04-11 00:00:00;95;;MITSUBISHI                         
2005-04-11 00:00:00;23;;SCANIA                             
2005-04-11 00:00:00;1023;;GENERAL MOTORS                     
2005-04-12 00:00:00;22;;NISSAN                             
2005-04-12 00:00:00;168;;PEUGEOT                            
2005-04-12 00:00:00;1;;BRM
2005-04-12 00:00:00;150;;MERCEDES-BENZ                      
2005-04-12 00:00:00;242;;TOYOTA                             
2005-04-12 00:00:00;9;;MARCOPOLO
2005-04-12 00:00:00;2;;CHRYSLER                           
2005-04-12 00:00:00;59;;CITROEN                            
2005-04-12 00:00:00;1;;ALFA ROMEO
2005-04-12 00:00:00;4;;DODGE                              
2005-04-12 00:00:00;99;;MITSUBISHI                         
2005-04-12 00:00:00;16;;IVECO                              
2005-04-12 00:00:00;7;;BMW                             
2005-04-12 00:00:00;20;;AUDI                               
2005-04-12 00:00:00;193;;RENAULT                            
2005-04-12 00:00:00;16;;KIA                                
2005-04-12 00:00:00;1657;;FIAT                               
2005-04-12 00:00:00;810;;FORD
2005-04-12 00:00:00;5;;LAND ROVER                         
2005-04-12 00:00:00;232;;HONDA                              
2005-04-12 00:00:00;5;;JEEP
2005-04-12 00:00:00;1272;;GENERAL MOTORS                     
2005-04-12 00:00:00;1331;;VOLKSWAGEN                         
2005-04-12 00:00:00;4;;HYUNDAI                            
2005-04-12 00:00:00;1;;SSANGYONG
2005-04-12 00:00:00;3;;TROLLER
2005-04-12 00:00:00;53;;SCANIA                             
2005-04-12 00:00:00;1;;SEAT
2005-04-12 00:00:00;47;;VOLVO                              
2005-04-13 00:00:00;1459;;GENERAL MOTORS                     
2005-04-13 00:00:00;190;;PEUGEOT                            
2005-04-13 00:00:00;883;;FORD
2005-04-13 00:00:00;7;;MARCOPOLO
2005-04-13 00:00:00;6;;AGRALE                             
2005-04-13 00:00:00;1377;;VOLKSWAGEN                         
2005-04-13 00:00:00;1;;LEXUS
2005-04-13 00:00:00;47;;VOLVO                              
2005-04-13 00:00:00;107;;MITSUBISHI                         
2005-04-13 00:00:00;1;;JEEP
2005-04-13 00:00:00;4;;HYUNDAI                            
2005-04-13 00:00:00;1;;BRM
2005-04-13 00:00:00;38;;SCANIA                             
2005-04-13 00:00:00;257;;TOYOTA                             
2005-04-13 00:00:00;8;;LAND ROVER                         
2005-04-13 00:00:00;6;;KIA                                
2005-04-13 00:00:00;4;;DODGE                              
2005-04-13 00:00:00;298;;HONDA                              
2005-04-13 00:00:00;3;;CHRYSLER                           
2005-04-13 00:00:00;24;;AUDI                               
2005-04-13 00:00:00;1;;TROLLER
2005-04-13 00:00:00;1572;;FIAT                               
2005-04-13 00:00:00;232;;RENAULT                            
2005-04-13 00:00:00;165;;MERCEDES-BENZ                      
2005-04-13 00:00:00;20;;IVECO                              
2005-04-13 00:00:00;78;;CITROEN                            
2005-04-13 00:00:00;8;;BMW                             
2005-04-13 00:00:00;18;;NISSAN                             
2005-04-14 00:00:00;1874;;FIAT                               
2005-04-14 00:00:00;23;;SCANIA                             
2005-04-14 00:00:00;3;;BRM
2005-04-14 00:00:00;4;;TROLLER
2005-04-14 00:00:00;1;;SSANGYONG
2005-04-14 00:00:00;268;;HONDA                              
2005-04-14 00:00:00;24;;IVECO                              
2005-04-14 00:00:00;1;;BEACH
2005-04-14 00:00:00;3;;JEEP
2005-04-14 00:00:00;27;;VOLVO                              
2005-04-14 00:00:00;1;;SUBARU                             
2005-04-14 00:00:00;8;;MARCOPOLO
2005-04-14 00:00:00;98;;MITSUBISHI                         
2005-04-14 00:00:00;105;;CITROEN                            
2005-04-14 00:00:00;25;;NISSAN                             
2005-04-14 00:00:00;284;;RENAULT                            
2005-04-14 00:00:00;16;;AUDI                               
2005-04-14 00:00:00;303;;TOYOTA                             
2005-04-14 00:00:00;5;;AGRALE                             
2005-04-14 00:00:00;7;;LAND ROVER                         
2005-04-14 00:00:00;1306;;GENERAL MOTORS                     
2005-04-14 00:00:00;201;;PEUGEOT                            
2005-04-14 00:00:00;167;;MERCEDES-BENZ                      
2005-04-14 00:00:00;870;;FORD
2005-04-14 00:00:00;3;;CHRYSLER                           
2005-04-14 00:00:00;9;;BMW                             
2005-04-14 00:00:00;1380;;VOLKSWAGEN                         
2005-04-14 00:00:00;2;;DODGE                              
2005-04-14 00:00:00;11;;KIA                                
2005-04-15 00:00:00;292;;RENAULT                            
2005-04-15 00:00:00;19;;BMW                             
2005-04-15 00:00:00;30;;SCANIA                             
2005-04-15 00:00:00;1;;HYUNDAI                            
2005-04-15 00:00:00;18;;NISSAN                             
2005-04-15 00:00:00;6;;TROLLER
2005-04-15 00:00:00;6;;KIA                                
2005-04-15 00:00:00;961;;FORD
2005-04-15 00:00:00;2;;CHRYSLER                           
2005-04-15 00:00:00;18;;IVECO                              
2005-04-15 00:00:00;2;;BRM
2005-04-15 00:00:00;242;;HONDA                              
2005-04-15 00:00:00;1394;;GENERAL MOTORS                     
2005-04-15 00:00:00;194;;PEUGEOT                            
2005-04-15 00:00:00;123;;CITROEN                            
2005-04-15 00:00:00;31;;VOLVO                              
2005-04-15 00:00:00;7;;MARCOPOLO
2005-04-15 00:00:00;1398;;VOLKSWAGEN                         
2005-04-15 00:00:00;29;;AUDI                               
2005-04-15 00:00:00;1;;SSANGYONG
2005-04-15 00:00:00;1666;;FIAT                               
2005-04-15 00:00:00;3;;DODGE                              
2005-04-15 00:00:00;1;;JEEP
2005-04-15 00:00:00;110;;MITSUBISHI                         
2005-04-15 00:00:00;5;;AGRALE                             
2005-04-15 00:00:00;5;;LAND ROVER                         
2005-04-15 00:00:00;182;;MERCEDES-BENZ                      
2005-04-15 00:00:00;264;;TOYOTA                             
2005-04-15 00:00:00;1;;SUBARU                             
2005-04-15 00:00:00;2;;JAGUAR                             
2005-04-16 00:00:00;31;;FIAT                               
2005-04-16 00:00:00;18;;VOLKSWAGEN                         
2005-04-16 00:00:00;7;;PEUGEOT                            
2005-04-16 00:00:00;14;;FORD
2005-04-16 00:00:00;1;;TROLLER
2005-04-16 00:00:00;1;;MERCEDES-BENZ                      
2005-04-16 00:00:00;6;;RENAULT                            
2005-04-16 00:00:00;3;;CITROEN                            
2005-04-16 00:00:00;22;;GENERAL MOTORS                     
2005-04-16 00:00:00;6;;TOYOTA                             
2005-04-18 00:00:00;244;;RENAULT                            
2005-04-18 00:00:00;82;;CITROEN                            
2005-04-18 00:00:00;1144;;VOLKSWAGEN                         
2005-04-18 00:00:00;5;;HYUNDAI                            
2005-04-18 00:00:00;28;;NISSAN                             
2005-04-18 00:00:00;16;;AUDI                               
2005-04-18 00:00:00;1279;;GENERAL MOTORS                     
2005-04-18 00:00:00;27;;VOLVO                              
2005-04-18 00:00:00;2;;DODGE                              
2005-04-18 00:00:00;2;;SSANGYONG
2005-04-18 00:00:00;1463;;FIAT                               
2005-04-18 00:00:00;169;;PEUGEOT                            
2005-04-18 00:00:00;34;;SCANIA                             
2005-04-18 00:00:00;92;;MITSUBISHI                         
2005-04-18 00:00:00;8;;TROLLER
2005-04-18 00:00:00;21;;IVECO                              
2005-04-18 00:00:00;664;;FORD
2005-04-18 00:00:00;208;;HONDA                              
2005-04-18 00:00:00;2;;AGRALE                             
2005-04-18 00:00:00;11;;KIA                                
2005-04-18 00:00:00;18;;LAND ROVER                         
2005-04-18 00:00:00;207;;TOYOTA                             
2005-04-18 00:00:00;1;;MASERATI                           
2005-04-18 00:00:00;140;;MERCEDES-BENZ                      
2005-04-18 00:00:00;7;;MARCOPOLO
2005-04-18 00:00:00;4;;BMW                             
2005-04-18 00:00:00;6;;CHRYSLER                           
2005-04-19 00:00:00;11;;AUDI                               
2005-04-19 00:00:00;3;;TROLLER
2005-04-19 00:00:00;31;;VOLVO                              
2005-04-19 00:00:00;3;;AGRALE                             
2005-04-19 00:00:00;6;;MARCOPOLO
2005-04-19 00:00:00;1496;;FIAT                               
2005-04-19 00:00:00;34;;SCANIA                             
2005-04-19 00:00:00;34;;NISSAN                             
2005-04-19 00:00:00;1;;DODGE                              
2005-04-19 00:00:00;1;;BRM
2005-04-19 00:00:00;1;;PORSCHE                            
2005-04-19 00:00:00;1836;;GENERAL MOTORS                     
2005-04-19 00:00:00;228;;PEUGEOT                            
2005-04-19 00:00:00;105;;CITROEN                            
2005-04-19 00:00:00;5;;LAND ROVER                         
2005-04-19 00:00:00;289;;TOYOTA                             
2005-04-19 00:00:00;141;;MERCEDES-BENZ                      
2005-04-19 00:00:00;1533;;VOLKSWAGEN                         
2005-04-19 00:00:00;327;;HONDA                              
2005-04-19 00:00:00;4;;HYUNDAI                            
2005-04-19 00:00:00;2;;JEEP
2005-04-19 00:00:00;9;;CHRYSLER                           
2005-04-19 00:00:00;7;;BMW                             
2005-04-19 00:00:00;314;;RENAULT                            
2005-04-19 00:00:00;30;;IVECO                              
2005-04-19 00:00:00;113;;MITSUBISHI                         
2005-04-19 00:00:00;20;;KIA                                
2005-04-19 00:00:00;918;;FORD
2005-04-20 00:00:00;2213;;FIAT                               
2005-04-20 00:00:00;113;;MITSUBISHI                         
2005-04-20 00:00:00;1;;CADILLAC                           
2005-04-20 00:00:00;2;;BRM
2005-04-20 00:00:00;293;;PEUGEOT                            
2005-04-20 00:00:00;8;;BMW                             
2005-04-20 00:00:00;153;;MERCEDES-BENZ                      
2005-04-20 00:00:00;2;;DODGE                              
2005-04-20 00:00:00;15;;KIA                                
